name,address,city,state,postal,phone,websites
RIGDON FLOOR COVERINGS INC,3015 MERRIAM LANE,KANSAS CITY,KS,66101,(913) 362-9829,http://www.facebook.com/pages/Rigdon-Floor-Coverings/157351327638319
FITZ FLOOR & WINDOW FASHIONS,#201 - 1610  37TH ST S W,CALGARY      AB,CN,T3C 3P1,(403) 246-1477,www.fitzflooring.com/
DALE'S CARPET ONE FORT COLLINS,3608 AUTOMATION WAY,FT COLLINS,CO,80525,(970) 223-3596,www.dalescarpetonefortcollins.com
WENDY LYNNE INC,86 ROUTE 9 NO,ENGLISHTOWN,NJ,7726,(732) 972-1300,not found
CARPET SPECTRUM INC,P O BOX 1988,MANHATTAN BEACH,CA,90266,(310) 539-8818,http://www.carpetspectruminc.com/
J B WOODWARD FLOORS INC,6968 INDIANA AVE,RIVERSIDE,CA,92506,(951) 683-5149,www.jbwoodwardfloors.com
YONAN,730 OGDEN AVE,DOWNERS GROVE,IL,60515,(630) 963-2000,www.yonancarpetone.com
FLOOR SCENE INC,8431 CANOGA AVE SUITE A,CANOGA PARK,CA,91304,(818) 885-0844,http://canogapark.thefloorclub.com
CAPITOL CARPET INC,500 INDUSTRIAL WAY,BOYNTON BEACH,FL,33426,(561) 533-9800,http://www.capitolcarpetandtile.com/index.html
INTERNATIONAL FLOORING,451 N ROBERTSON BLVD,WEST HOLLYWOOD,CA,90048,(310) 859-0044,http://dabbierifloorsinternational.com/Showroom.aspx
MOORMAN'S DISTINCTIVE,3835 N W 63RD STREET,OKLAHOMA CITY,OK,73116,(405) 848-4888,http://moormanscarpets.com/area_rugs_and_carpet/
CARPETS SHOWCASE,1430 LINCOLN BLVD,SANTA MONICA,CA,90401,(310) 395-4575,http://www.thecarpetshowcase.com/home
NEW YORK CARPET DISTRIBUTORS,1791 POST ROAD EAST,WESTPORT,CT,6880,(203) 255-0266,www.newyorkcarpetdistributors.com/
SSC CORP,11335 MEREDITH DR,URBANDALE,IA,50322,(515) 270-0679,www.ssccorp.com/
CARPET KING INC,16438 VALLEY BLVD,LA PUENTE,CA,91744,(626) 820-0550,http://www.carpetkingla.com
CHAPPIE'S CARPET & FLOORS INC,3913 CLARK RD,SARASOTA,FL,34233,(941) 923-5499,not found
APRAMIAN CARPET & FLOORING,2532 E COLORADO BLVD,PASADENA,CA,91107,(626) 793-4477,www.novafloorings.com
DESIGN CARPET,1207 REMINGTON ROAD,SCHAUMBURG,IL,60173,(847) 843-1111,www.designcarpetonline.com
PINNER CARPETS,800 E 8TH,ODESSA,TX,79761,(432) 337-2303,http://www.facebook.com/pages/Pinner-Carpets/122215244501856
LANDERS PREMIER FLOORING,3571 FAR WEST BLVD #254,AUSTIN,TX,78731,(512) 873-9470,http://landerspremierflooring.com
FLOORHAUS' FLOORING AMERICA,12105 S MEMORIAL DR,BIXBY,OK,74008,(918) 369-1450,www.floorhausflooringamericabixby.com
WEBER INTERIORS LLC,8095 HUNTER LAKE DR,CLEAR LAKE,MN,55319,(763) 496-9014,http://www.weberinteriors.com/
LOUGHEED FLOORING CENTRE LTD,1100 LANSDOWNE DRIVE,COQUITLAM    B.C.,CN,V3B 5E2,(604) 942-4109,http://www.nufloors.ca/coquitlam
CARPET N' THINGS,13380 MID ATLANTIC BLVD,LAUREL,MD,20708,(301) 206-2200,www.carpetnthings.com/
J S & G INC  DBA  SANDPOINT,401 BONNER MALL WAY,PONDERAY,ID,83852,(208) 263-5138,http://www.sandpointfurnitureponderay.com
RAINBOW CARPET,515 EAST GUDE DRIVE,ROCKVILLE,MD,20850,(301) 762-0011,http://www.carpetpalaceusa.com/
MARION'S CARPETS INC,1635 S E GRAND AVE,PORTLAND,OR,97214,(503) 239-0528,http://www.marionscarpets.com/
INTERIORS WITH ALTITUDE LLC,1855 SHIELD DRIVE #2,STEAMBOAT SPRINGS,CO,80487,(970) 870-9222,www.altitudes.biz/
"CARPET BY PHILLIPS, INC",4001 AVENIDA DE LA PLATA #101,OCEANSIDE,CA,92056-5842,(760) 757-5033,www.martinphillipscarpets.co.uk/
SURFACE WORKS LLC,1235 S E GRAND AVE,PORTLAND,OR,97214,(503) 235-1235,http://www.manta.com/c/mw2mhnd/surface-works-llc
J LAURIE COMMERCIAL FLOORS INC,1828 SOUTH ANTHONY BLVD,FORT WAYNE,IN,46803,(260) 745-2161,http://jacklauriegroup.com/
CARPETS BY ROBERT INC,553 BROADWAY,LONG BRANCH,NJ,7740,(732) 571-4644,not found
ATLAS SERVICE CENTER,18167 VILLAGE CENTER DRIVE,OLNEY,MD,20832,(301) 299-2900,www.atlas-sv.com/contact.htm
SILVER CARPET,119 ABERDEEN DR STE 1,CARDIFF,CA,92007,(760) 632-1770,not found
SHERLOCK'S CARPET & TILE,7110 W 157TH STREET,ORLAND PARK,IL,60462,(708) 429-0440,sherlockscarpet.com
L P MOORADIAN CO,773 POTTS AVE,GREEN BAY,WI,54304,(920) 494-7868,www.lpmooradian.com/
USA FLOOR INC,2085 N BROADWAY STE 300,WALNUT CREEK,CA,94596,(925) 947-3771,www.carpetonewalnutcreek.com
ABBEY CARPET OF NAPLES LLC,25321 BERNWOOD DR,BONITA SPRINGS,FL,34135,(239) 596-5959,www.naples.abbeycarpet.com
MIDE CARPETS INC,173 N MAIN ST,PORT CHESTER,NY,10573,(914) 937-5885,http://www.redicut.com
COVE DISCOUNT CARPET ONE,335 SPRINGFIELD AVE,SUMMIT,NJ,7901,(908) 273-0220,www.covecarpetonesummit.com
LOVELY CARPET INC,22 LA PORTE ST,ARCADIA,CA,91006,(626) 445-2878,www.manta.com/c/mm37q2k/lovely-carpet-inc
DANCO INC,3856 F DULLES SOUTH CT,CHANTILLY,VA,20151,(703) 255-6000,www.danco.com
DOOR COUNTY NATURE WORKS,7798 HWY 42,EGG HARBOR,WI,54209,(920) 868-3042,www.doorcountynatureworks.com/
WARREN CLARKS CUSTOM CARPETS,715 N MOUNTAIN AVE,UPLAND,CA,91786,(909) 981-0045,www.warrenclarkscustomcarpets.com/
MODERN CARPET ONE,4319 ST BARNABAS RD,TEMPLE HILLS,MD,20748,(301) 702-1111,www.moderncarpetonetemplehills.com/
MIKE'S CARPET OF VIRGINIA INC,4425 BROOKFIELD CORPORATE DR,CHANTILLY,VA,20151,(703) 802-3485,http://www.mikescarpetdesign.com
JLP FLOORING INC,44-455 TOWN CENTER WAY,PALM DESERT,CA,92260-2729,(760) 345-0324,http://www.la.bbb.org/business-reviews/Flooring-Contractors/JLP-Flooring-Inc-in-Palm-Desert-CA-13195388
TIEBEN FLOORS LLC,1525 DALLES DRIVE,SHAKOPEE,MN,55379,(952) 445-0520,http://www.floorstogo.com/
LCR ENTERPRISES LLC,7118 N WESTERN,OKLAHOMA CITY,OK,73116,(405) 842-9000,not found
DESCO FLOORS INC,1917 FIRST ST,LIVERMORE,CA,94550,(925) 455-9210,www.descocoatings.com/
LOUIS J WEINSTEIN INC,6 FAIRVIEW AVE,LITTLE SILVER,NJ,7739,(732) 741-0091,www.weinsteinflooring.com/
GREAT FLOORS LLC,524 E SHERMAM AVE,COEUR D ALENE,ID,83814,(206) 624-7800,www.greatfloors.com
STANDARD PAINT (YAKIMA)& ABBEY,101 N 3RD AVE,YAKIMA,WA,98902,(509) 453-3171,www.standardpaintandflooring.com/
JUDAH INC,7 FRIENDS LANE,NEWTOWN,PA,18940,(215) 968-3333,judahinc.yolasite.com/
TYSON CARPETS LIMITED,12660 BRIDGEPORT RD,RICHMOND  BC,CN,V6V1J5,(604) 273-9674,www.unitedcarpet.ca/
CARPETS BY DUANE INC,2095 CHICAGO AVE,RIVERSIDE,CA,92507,(951) 784-2630,http://www.carpetsbyduane.com
GOLETA CARPET TOWN,317 CHAPALA STREET,SANTA BARBARA,CA,93101,(805) 966-1606,http://santabarbara.abbeycarpetandfloor.com
BEATTY FLOORS LTD,1840 PANDORA STREET,VANCOUVER    B.C.,CN,V5L1M7,(604) 254-9571,www.beattyfloors.com
"HOPKINS TILE, LINO & CARPET CO",11501 EXCELSIOR BLVD,HOPKINS,MN,55343,(952) 933-5593,http://www.carpetcityhopkinstile.com/
WORLEY'S HOME DESIGN CENTER,2751 CASTRO VALLEY BLVD,CASTRO VALLEY,CA,94546,(510) 582-6400,www.worleyandsons.com/
LEI FLOOR & WINDOW COVERINGS,430 ALAMAHA STREET #103,KAHULUI,HI,96732,(808) 871-8008,http://www.hdspd.com/leifloor/sb.cn
KERMAN CARPET CO INC,4505 E 82ND STREET,INDIANAPOLIS,IN,46250,(317) 842-5700,http://www.kermans.com/pagesroot/pages/home.aspx
HOM FURNITURE INC,10301 WOODCREST DR NW,COON RAPIDS,MN,55433,(763) 767-3600,www.homfurniture.com
KANTERS CARPET SERVICE,99 FULTON STREET,WHITE PLAINS,NY,10606,(914) 949-6517,www.kanterscarpet.com
JANDS ENTERPRISE INC,274 RICKENBACKER CIRCLE,LIVERMORE,CA,94551,(925) 455-7200,none
M C C T LTD,1002 N CENTRAL EXPRESSWAY #601,RICHARDSON,TX,75080,(972) 671-9660,www.mcctltd.com/
PERFORMERS CARPET & TILE,P O BOX 272,BLOOMINGDALE,IL,60108,(630) 665-7533,www.performersflooring.com
TREASURE COAST CARPET,150 N US HIGHWAY 1,TEQUESTA,FL,33469,(561) 575-5158,http://www.treasurecoastcarpet.com/
BIXBY PLAZA CARPETS INC,19062 GOLDENWEST ST,HUNTINGTON BEACH,CA,92648,(714) 847-2828,http://www.bixbyplaza.com/default.aspx
JEZARD FLOORING,646 WASHINGTON ST,SOUTH EASTON,MA,2375,(508) 238-2055,www.jezardflooring.com
GENE SPROWL & ASSOCIATES,210 E ORTEGA ST,SANTA BARBARA,CA,93101,(805) 965-7751,not found
DIANA DRAKE,P O BOX 241045,LOS ANGELES,CA,90024,(310) 301-8405,www.drakescarpetcleaning.com
CAPITOL CARPET CO INC,14250 VENTURA BLVD,SHERMAN OAKS,CA,91423,(818) 783-6733,www.capitalcarpetsinc.com
DESIGNER FLOORS OF TEXAS,3841 RANCH ROAD 620 S,AUSTIN,TX,78738,(512) 263-3333,http://austin.abbeycarpetandfloor.com
B J MESSNER CO INC,1344 UNIVERSITY AVE,ROCHESTER,NY,14607,(585) 271-5670,www.manta.com/c/mmjmw43/messner-carpeting
SISTO INC,1084 NE JENSEN BEACH BLVD,JENSEN BEACH,FL,34957,(772) 334-5221,not found
DAVID'S CARPET SALES INC,P O BOX 23069,KNOXVILLE,TN,37933,(865) 777-0661,www.davidsabbeycarpet.com/
GRIGSBY'S CARPET SHOWROOM INC,4417 S. SHERIDAN ROAD,TULSA,OK,74145,(918) 627-6996,www.grigsbys.com
DESIGNER CONCEPTS LLC,4245 RICHMOND AVE,HOUSTON,TX,77027,(713) 355-7500,http://www.designerfloorsofhouston.com
GSO INVESTMENTS LLC,1133 S PLATTE RIVER DR,DENVER,CO,80223,(303) 744-3300,http://www.carpetexchangeonline.com/
JACK'S CARPET INC,6006 GRIGGS RD,HOUSTON,TX,77023,(713) 640-1115,www.jackscarpet.com
MIKE V BOWMAN,801 SO 900 E,SALT LAKE CITY,UT,84102,(801) 706-5724,not found
FRAZEE CARPET & INTERIORS,3113 HILLSBOROUGH ROAD,DURHAM,NC,27705,(919) 286-5570,http://www.frazeecarpet.com
BAKER BROTHERS FLOORCOVERING,4545 E. BROADWAY RD. SUITE 100,PHOENIX,AZ,85040,(602) 431-1200,www.bakerbros.com
THE DESIGN ELEMENT LLC,1351 MADISON AVE,MANKATO,MN,56001,(507) 345-8708,elementdesignllc.com/
MARINE LUMBER OPERATOR INC,134 ORANGE ST,NANTUCKET,MA,2554,(508) 228-0900,www.marinehomecenter.com
COLES OF LA JOLLA INC,1170 W MORENA BLVD,SAN DIEGO,CA,92110,(619) 276-5140,http://www.colesfineflooring.com/
SMITHCO FLOORING,14071 PROTON RD,DALLAS,TX,75244,(972) 233-5565,www.smithcoflooring.com
"SID'S CARPET BARN, INC.",132 W. 8TH STREET,NATIONAL CITY,CA,91950,(619) 477-7000,http://sidscarpet.com/
RUG WORKS,2521 NW 17TH LANE,POMPANO BEACH,FL,33064,(954) 970-8222,www.rugworksflorida.com
HOME PLACE INTERIORS INC,523 LAKE AIR DR,WACO,TX,76710,(254) 399-9783,www.homeplaceinteriors.com/
MILL CREEK CARPET & TILE,6845 E 41ST STREET,TULSA,OK,74145,(918) 621-4000,http://www.millcreekcarpet.com/ne-oklahoma/tulsa41st
JORDANS RUGS LTD,1470 WEST BROADWAY,CANADA,CN,V6H 1H4,(604) 733-1174,http://jordans.ca/rugs
THE DRAPERY SHOP OF WACO INC,P O BOX 2183,WACO,TX,76703,(254) 753-7021,http://centexmfg.com/
OSCAR ISBERIAN,1028 CHICAGO AVE,EVANSTON,IL,60202,(847) 475-0000,http://www.isberian.com
FLOOR DECOR,363 BOSTON POST RD,ORANGE,CT,6477,(203) 298-4081,http://floordecorct.com
KENT ISLAND ABBEY FLOOR,P O BOX 56,STEVENSVILLE,MD,21666,(410) 643-6752,http://stevensville.abbeycarpet.com
DAWNSKI DESIGN GROUP INC,840 LAKE ST E,WAYZATA,MN,55391,(612) 845-1407,http://www.innovativeflooringdesign.com
KOEBER'S CARPETS & DRAPERIES,6700 SW 111TH AVE,BEAVERTON,OR,97008,(503) 641-1901,www.koebers.com
KISERS FLOOR FASHION,3050 WALNUT GROVE ROAD,MEMPHIS,TN,38111,(901) 458-8000,www.kisers.com
ALLURING FLOORING INC,7400 N FEDERAL HWY,BOCA RATON,FL,33487,(561) 998-2001,none
DESOTO SALES INC,20945 OSBORNE ST,CONOGA PARK,CA,91304,(818) 998-0853,www.desotosales.com
GENERAL INTERIORS LLC,3750 HOOKER RD SUITES A & B,ROSEBURG,OR,97470,(541) 733-4656,www.generalinteriors.biz
BENTLEY CARPET INSTALLATION,3131 N 35TH AVE SUITE D,PHOENIX,AZ,85017,(602) 278-5655,not found
SID'S CARPET BARN INC,132 W 8TH STREET,NATIONAL CITY,CA,91950,(760) 761-1100,www.sidscarpet.com
CARPET DISCOUNTERS LTD,7265 11TH STREET S E,CALGARY  ALBERTA,CN,T2H 2S1,(403) 255-1811,www.carpetandflooring.com
BRIDGETS ROOM LLC,3250 ROCK ISLAND PLACE,BISMARCK,ND,58504,(701) 250-9600,www.bridgetsroom.com
CAREFREE FLOORS,6703 E RANCH RD,CAVE CREEK,AZ,85331,(480) 515-9999,www.carefreefloors.com/
GORDON'S FLOOR COVERING INC,125 WOLF'S LANE,PELHAM,NY,10803,(914) 738-1700,http://www.gordoncarpet.com
585936 BC LTD,24316 RIVER RD,MAPLE RIDGE BC,CN,V2W 1M2,(604) 970-1668,not found
